,player,pos,year,bodyfat%,hand_len_in,hand_width_in,height_wo_shoes,height_w_shoes,standing_reach,weight_lbs,wingspan,lane_agility_s,shuttle_run_s,three_q_sprint_s,standing_vert_in,max_vert_in,max_bench_reps
1244,DeAnthony Melton,SG-PG,2018-19,5.2,8.5,9.5,74.25,75.25,99.5,193.2,80.5,11.48,3.33,3.23,31.0,36.5,1.0
1245,Chimezie Metu,PF-C,2018-19,5.05,9.0,9.25,80.5,81.5,108.0,219.6,84.5,11.89,3.25,3.33,29.5,36.0,5.0
1246,Shake Milton,SG-PG,2018-19,6.8,8.75,9.5,76.5,77.5,99.5,207.2,84.75,11.07,3.19,3.25,30.0,33.0,2.0
1247,Sviatoslav Mykhailiuk,SG-SF,2018-19,8.45,8.25,9.5,78.5,79.75,100.0,211.6,76.75,11.25,3.18,3.15,30.5,37.0,4.0
1248,Malik Newman,SG,2018-19,6.25,8.5,9.5,74.5,75.25,98.5,189.2,77.5,10.9,3.18,3.13,27.5,33.5,
1249,Josh Okogie,SG,2018-19,5.2,9.0,9.75,75.0,76.5,102.0,210.8,84.0,11.08,3.03,3.04,33.0,42.0,12.0
1250,Theo Pinson,SG-SF,2018-19,7.35,9.0,9.0,77.0,78.75,103.5,211.2,82.75,11.53,3.11,3.22,27.0,34.0,7.0
1251,Jontay Porter,C-PF,2018-19,13.85,8.75,9.5,82.0,83.5,109.0,236.0,84.25,11.9,3.07,3.4,25.5,31.0,9.0
1252,Michael Porter,SF-PF,2018-19,6.4,8.75,9.25,81.5,82.75,108.5,211.0,84.25,,,,,,
1253,Billy Preston,PF,2018-19,5.45,9.25,9.5,80.75,82.5,108.0,222.4,86.0,11.26,3.35,3.2,25.0,33.0,
1254,Jerome Robinson,SG,2018-19,6.05,9.0,10.0,76.0,77.0,98.0,188.4,79.25,,,,,,
1255,Collin Sexton,PG,2018-19,5.6,8.25,8.5,72.5,73.5,98.5,183.0,79.25,,,,,,
1256,Landry Shamet,PG,2018-19,4.85,8.0,9.0,76.0,77.25,100.0,188.6,78.75,11.26,3.21,3.11,31.0,39.5,8.0
1257,Anfernee Simons,SG-PG,2018-19,7.7,8.75,9.0,74.25,75.25,99.5,183.2,81.25,11.27,3.16,3.1,32.0,41.5,1.0
1258,Zhaire Smith,SF-SG,2018-19,6.05,8.75,8.25,74.75,76.0,100.0,198.6,81.75,11.02,3.15,3.05,33.0,41.5,10.0
1259,Ray Spalding,PF,2018-19,5.55,9.25,9.0,81.0,82.25,109.0,215.4,88.75,11.48,3.2,3.34,26.0,32.0,12.0
1260,Omari Spellman,PF-C,2018-19,13.75,9.0,9.0,80.0,81.25,107.5,253.8,86.0,12.28,3.35,3.38,28.5,35.5,8.0
1261,Khyri Thomas,SG,2018-19,6.4,8.75,9.25,74.5,75.75,101.0,198.8,82.5,10.96,3.18,3.18,30.0,35.0,14.0
1262,Gary Trent,SG,2018-19,7.0,8.5,9.5,76.25,77.75,98.0,204.2,80.75,11.37,2.99,3.12,33.5,39.5,12.0
1263,Allonzo Trier,SG,2018-19,4.95,8.25,10.5,75.75,77.25,98.0,198.0,78.75,11.02,2.97,3.14,32.0,40.0,11.0
1264,Moritz Wagner,C-PF,2018-19,6.75,9.0,10.75,82.5,83.5,108.0,241.4,84.0,11.48,3.07,3.18,27.0,34.0,8.0
1265,Lonnie Walker,SG,2018-19,5.65,9.0,9.5,75.75,76.5,99.5,196.2,82.25,10.87,2.91,3.06,31.5,40.0,12.0
1266,PJ Washington,PF,2018-19,6.85,9.0,10.25,78.5,80.0,107.0,223.0,86.5,11.39,3.43,3.2,27.0,34.0,3.0
1267,Austin Wiley,C,2018-19,5.0,9.75,10.25,80.25,82.0,111.0,249.4,89.0,12.79,3.27,3.3,28.0,33.5,14.0
1268,Kris Wilkes,SF,2018-19,5.15,8.75,9.25,78.5,79.5,103.5,205.0,82.25,11.29,3.16,3.24,28.0,35.5,1.0
1269,Kenrich Williams,SF,2018-19,5.95,8.5,9.75,78.0,79.5,103.5,200.4,79.25,10.86,3.28,3.19,28.0,33.0,14.0
1270,Trae Young,PG,2018-19,5.35,8.0,9.25,72.5,73.75,95.5,177.8,75.0,,,,,,
1271,Nickeil Alexander-Walker,SG,2019-20,5.9,8.5,8.75,76.25,77.5,102.0,203.8,81.5,,,,,,
1272,Charles Bassey,C,2019-20,8.5,9.25,9.5,80.75,82.0,109.5,239.0,87.5,12.65,3.27,3.53,29.0,33.0,7.0
1273,Darius Bazley,PF,2019-20,3.6,9.0,9.75,79.75,81.0,107.0,208.4,84.0,11.09,2.95,3.27,30.5,37.0,4.0
1274,Bol Bol,C,2019-20,7.1,9.25,9.5,84.75,86.5,115.5,208.0,91.0,,,,,,
1275,Jordan Bone,SG,2019-20,5.0,7.5,9.25,73.5,74.75,95.0,179.0,75.25,9.97,2.78,3.08,36.0,42.5,7.0
1276,Brian Bowen II,SF,2019-20,6.5,8.5,9.75,78.25,79.5,103.0,200.0,82.0,10.98,3.21,3.26,32.0,35.5,1.0
1277,Ky Bowman,PG,2019-20,4.9,8.25,9.0,73.0,74.25,98.0,181.2,79.0,11.11,3.11,3.26,27.5,33.0,4.0
1278,Ignas Brazdeikis,SF,2019-20,6.0,8.75,9.5,77.75,79.25,102.0,220.8,81.25,11.06,3.17,3.36,31.0,36.5,13.0
1279,O'Shae Brissett,SF-PF,2019-20,2.9,9.0,9.5,79.0,80.0,104.0,203.2,84.0,11.3,3.18,3.48,34.0,37.5,11.0
1280,Moses Brown,C,2019-20,7.8,9.5,10.25,85.25,86.5,113.0,237.2,88.75,11.95,3.3,3.51,27.0,31.0,
1281,Brandon Clarke,SF,2019-20,4.9,8.25,9.5,79.25,80.25,102.0,207.2,80.25,10.61,3.05,3.15,34.0,40.5,10.0
1282,Nicolas Claxton,C,2019-20,4.5,9.25,9.5,82.0,83.75,110.0,216.6,86.5,11.26,3.47,3.36,31.5,36.5,8.0
1283,Tyler Cook,PF,2019-20,6.1,9.5,10.75,79.25,80.75,106.5,245.4,84.5,11.32,3.1,3.28,27.5,32.0,11.0
1284,Jarrett Culver,SG,2019-20,5.0,8.25,8.5,77.25,78.75,100.5,194.2,81.5,,,,,,
1285,Terence Davis,SG,2019-20,4.1,9.25,10.75,75.0,76.5,101.0,192.4,80.75,10.69,2.96,3.28,29.5,34.0,13.0
1286,Luguentz Dort,PG,2019-20,5.0,8.5,9.0,74.75,76.25,99.5,222.2,80.5,10.79,3.13,3.22,32.5,38.0,14.0
1287,Devon Dotson,PG,2019-20,5.9,8.25,9.5,72.0,74.0,95.5,178.6,75.25,10.63,2.8,3.04,30.0,38.5,7.0
1288,Carsen Edwards,PG,2019-20,5.5,8.75,9.0,70.75,72.25,94.5,199.4,78.0,10.53,2.82,3.22,28.5,34.0,14.0
1289,Tacko Fall,C,2019-20,6.8,10.5,10.5,89.25,91.0,122.5,288.8,98.25,13.01,3.46,3.78,22.0,26.5,8.0
1290,Bruno Fernando,C,2019-20,5.4,9.25,10.0,80.75,82.25,110.0,237.0,87.25,11.29,3.05,3.21,29.5,33.5,13.0
1291,Daniel Gafford,PF,2019-20,5.9,9.25,9.25,81.25,82.5,110.0,237.6,86.25,11.61,3.19,3.25,32.5,36.5,5.0
1292,Quentin Grimes,SG,2019-20,8.4,8.25,10.0,76.0,77.25,100.5,209.6,79.75,10.83,3.28,3.2,27.5,36.0,6.0
1293,Kyle Guy,SG,2019-20,5.7,8.0,8.75,72.75,74.25,95.5,167.8,76.5,10.48,3.07,3.27,30.5,36.5,4.0
1294,Jaylen Hands,PG,2019-20,5.1,8.0,8.25,73.5,75.0,97.0,180.4,77.5,10.73,3.03,3.12,33.0,41.5,6.0
1295,Jared Harper,PG,2019-20,3.9,8.25,9.5,69.75,71.0,94.0,169.2,77.5,10.77,3.02,3.04,33.5,40.5,8.0
1296,Jaxson Hayes,PF,2019-20,5.0,9.25,10.5,82.25,83.5,110.5,218.6,87.5,11.74,3.23,3.37,27.0,34.5,5.0
1297,Dewan Hernandez,C,2019-20,6.1,9.5,10.25,81.0,82.25,107.0,232.8,85.75,11.46,3.25,3.28,30.5,35.5,13.0
1298,Tyler Herro,SG,2019-20,7.1,8.0,8.75,76.5,78.0,100.5,192.4,75.25,,,,,,
1299,Jalen Hoard,PF,2019-20,6.7,8.75,9.75,79.25,81.0,105.5,212.6,84.75,11.44,3.32,3.34,27.5,35.5,8.0
1300,Talen Horton-Tucker,SG,2019-20,8.4,9.5,9.75,74.5,76.0,103.0,235.4,85.25,11.34,3.43,3.34,26.0,34.5,10.0
1301,DaQuan Jeffries,SF-PF,2019-20,3.9,9.5,10.25,76.0,77.0,104.0,215.6,83.25,,,,,,
1302,Ty Jerome,PG,2019-20,6.5,8.25,9.5,76.25,77.5,98.0,194.4,76.0,11.21,3.12,3.4,26.0,31.5,2.0
1303,Keldon Johnson,SG,2019-20,5.6,8.0,9.25,76.75,78.0,104.0,216.4,81.25,,,,,,
1304,Cameron Johnson,SG,2019-20,5.8,8.0,8.5,79.0,80.5,103.0,205.2,82.0,10.52,3.28,3.26,30.5,36.5,
1305,Mfiondu Kabengele,PF,2019-20,5.1,9.25,10.75,80.75,82.25,109.5,256.2,87.0,11.21,3.3,3.25,28.0,35.5,6.0
1306,Louis King,SF,2019-20,4.8,8.0,8.5,78.75,80.0,104.5,195.2,84.25,10.99,3.05,3.28,29.0,33.0,
1307,Romeo Langford,SG,2019-20,,9.0,9.0,76.5,78.0,103.0,,83.0,,,,,,
1308,Dedric Lawson,PF,2019-20,8.9,9.75,9.75,79.0,80.5,107.5,233.0,86.25,11.8,3.54,3.6,23.5,26.0,10.0
1309,Jalen Lecque,PG,2019-20,4.0,8.75,8.5,74.5,76.25,98.5,185.2,80.5,11.09,3.3,3.29,35.0,43.0,1.0
1310,Nassir Little,SF,2019-20,5.9,8.75,10.0,76.5,78.0,104.5,224.2,85.25,12.15,3.1,3.24,31.0,38.5,5.0
1311,Terance Mann,SG-SF,2019-20,4.0,9.5,9.25,76.75,78.5,101.0,204.6,79.75,11.51,3.14,3.3,32.5,38.5,6.0
1312,Cody Martin,PG-SG,2019-20,5.0,8.25,9.0,76.75,77.5,102.5,192.2,82.25,10.44,2.99,3.32,28.0,35.5,7.0
1313,Charles Matthews,SG,2019-20,3.8,8.5,8.75,77.0,78.25,103.0,194.8,81.5,11.26,3.24,3.38,29.5,37.5,9.0
1314,Jalen McDaniels,SF,2019-20,5.7,9.0,10.0,80.25,81.75,105.5,191.6,84.25,11.54,3.23,3.32,29.5,33.5,
1315,Zach Norvell Jr.,SG,2019-20,7.5,8.5,9.5,76.5,77.5,101.0,206.4,78.0,11.6,3.34,3.43,24.0,30.0,
1316,Jaylen Nowell,SG,2019-20,6.1,8.25,8.5,75.25,76.25,98.0,202.4,79.25,10.76,3.13,3.23,32.0,38.5,2.0
1317,Jordan Nwora,PF,2019-20,7.8,8.5,9.25,77.75,79.5,103.0,220.0,82.5,,,,,,
1318,KZ Okpala,SF,2019-20,4.6,9.25,9.25,79.25,81.5,106.5,209.6,85.75,10.88,3.13,3.38,30.5,37.0,9.0
1319,Miye Oni,SG,2019-20,4.9,9.0,10.0,76.25,77.75,100.5,205.6,82.75,11.71,3.12,3.17,30.5,38.5,19.0
1320,Eric Paschall,SF,2019-20,6.3,9.0,9.5,78.0,79.25,103.5,254.4,83.75,11.63,3.26,3.3,33.0,38.0,18.0
1321,Reggie Perry,SF-PF,2019-20,6.7,9.0,10.0,80.0,81.25,106.0,250.8,84.5,12.46,3.4,3.3,28.5,31.5,15.0
1322,Shamorie Ponds,PG,2019-20,9.8,7.75,8.0,71.5,72.5,96.5,180.0,75.5,11.01,3.07,3.2,29.0,37.0,
1323,Jordan Poole,SG,2019-20,7.5,8.25,8.5,75.5,77.5,99.5,190.8,78.75,10.59,3.14,3.27,28.0,35.5,
1324,Jontay Porter,PF,2019-20,8.5,8.75,9.5,81.75,83.0,109.5,210.4,84.0,,,,,,
1325,Kevin Porter Jr.,SG,2019-20,5.1,8.75,8.75,76.0,77.5,103.0,212.6,81.0,10.82,3.03,3.14,27.0,34.0,2.0
1326,Neemias Queta,C,2019-20,6.3,9.5,11.0,82.75,84.25,111.5,225.8,88.25,12.04,3.45,3.73,24.0,32.5,1.0
1327,Cameron Reddish,SF,2019-20,4.7,9.0,9.0,78.5,80.0,105.5,207.8,84.5,,,,,,
1328,Naz Reid,PF,2019-20,14.0,9.5,9.25,80.75,81.5,109.0,255.8,87.25,12.03,3.76,3.42,26.0,32.5,3.0
1329,Isaiah Roby,PF,2019-20,3.9,9.0,10.5,79.25,80.5,106.0,214.0,85.0,10.63,3.05,3.25,32.5,35.5,9.0
1330,Luka Samanic,PF,2019-20,5.6,8.5,9.0,81.5,83.0,107.0,227.2,82.5,11.01,3.03,3.27,27.0,38.0,7.0
1331,Admiral Schofield,SF,2019-20,6.8,8.75,9.0,76.0,77.25,102.5,240.6,81.75,10.77,2.87,3.37,30.0,34.0,15.0
1332,Marial Shayok,SF-PF,2019-20,4.7,8.75,9.25,76.5,77.5,103.5,196.8,84.25,11.16,3.04,3.37,29.5,36.5,9.0
1333,Simisola Shittu,PF,2019-20,6.2,8.75,8.5,80.5,81.5,106.0,227.2,85.25,11.85,3.24,3.3,27.0,35.5,11.0
1334,P.J. Washington,PF,2019-20,8.6,9.0,10.25,78.5,80.0,106.5,230.4,86.25,,,,,,
1335,Tremont Waters,PG,2019-20,6.6,8.0,9.75,69.5,70.75,93.5,172.4,74.25,10.76,3.11,3.07,30.5,40.5,5.0
1336,Quinndary Weatherspoon,SG,2019-20,6.1,8.5,9.0,75.0,76.25,100.0,206.6,81.0,11.57,3.15,3.16,31.0,38.0,
1337,Coby White,PG,2019-20,4.3,7.75,9.0,75.5,76.75,97.5,191.4,77.0,,,,,,
1338,Kris Wilkes,SF,2019-20,4.9,8.5,9.5,78.25,79.75,103.0,208.8,82.75,10.39,3.09,3.34,27.5,35.0,4.0
1339,Grant Williams,PF,2019-20,5.4,9.0,10.5,77.75,79.5,104.5,240.2,81.75,10.83,3.27,3.33,26.0,31.5,20.0
1340,Dylan Windler,SF,2019-20,4.6,8.25,9.5,78.25,79.5,104.5,195.8,82.0,10.7,2.94,3.3,29.0,37.5,8.0
1341,Precious Achiuwa,PF,2020-21,6.7,9.0,10.0,79.5,80.75,108.5,234.0,84.75,,,,,,
1342,Ty-Shon Alexander,SG,2020-21,12.3,8.75,8.75,74.0,76.0,100.0,200.8,80.0,11.33,2.47,3.26,28.0,33.0,
1343,Udoka Azubuike,C,2020-21,9.61,9.25,10.0,82.0,83.5,109.0,259.5,91.25,11.82,3.61,3.23,37.0,41.0,
1344,Tyler Bey,PF,2020-21,5.0,8.5,9.0,78.0,79.0,105.5,212.8,85.25,11.35,2.75,3.17,37.0,43.5,
1345,Yoeli Childs,PF,2020-21,8.2,8.75,10.0,78.0,79.0,106.0,226.4,83.5,10.87,2.42,3.22,34.0,38.5,
1346,Mamadi Diakite,PF,2020-21,7.83,9.0,10.25,80.5,82.25,107.0,222.1,87.75,11.95,2.71,3.16,28.0,37.0,
1347,Devon Dotson,PG,2020-21,4.6,8.25,10.0,72.5,73.75,95.0,185.2,75.0,10.44,2.22,3.02,31.5,40.5,
1348,Paul Eboua,SF-PF,2020-21,3.8,9.0,10.25,78.0,79.5,108.0,222.2,87.5,10.79,2.44,3.19,33.0,35.5,
1349,CJ Elleby,SG-SF,2020-21,4.2,8.75,10.0,77.5,78.25,100.5,198.6,79.25,11.25,2.63,3.25,30.5,36.5,
1350,Trent Forrest,PG,2020-21,5.65,9.0,9.75,75.5,76.75,102.5,203.0,79.5,11.04,2.5,3.18,28.0,34.5,
1351,Josh Green,SG-SF,2020-21,6.8,8.0,8.75,76.5,77.5,101.5,214.0,81.75,10.64,2.28,3.12,30.5,39.5,
1352,Ashton Hagans,PG,2020-21,4.1,9.0,9.0,73.5,74.5,99.5,193.0,80.0,10.82,2.5,3.13,29.5,36.5,
1353,Joshua Hall,SF,2020-21,7.6,8.75,9.5,78.0,79.5,104.5,196.6,83.0,12.16,2.62,3.38,31.5,37.5,
1354,Jalen Harris,SG,2020-21,4.4,8.25,9.5,74.75,76.25,97.5,193.4,79.0,10.59,2.49,3.11,37.5,42.5,
1355,Markus Howard,PG,2020-21,9.91,8.5,7.75,69.5,71.0,91.5,170.8,72.25,11.21,3.17,3.11,30.5,35.5,
1356,Elijah Hughes,SF-SG,2020-21,10.2,8.5,8.75,76.75,78.5,101.5,229.0,79.5,,,,,,
1357,Isaiah Joe,SG,2020-21,4.7,8.25,8.25,75.0,76.5,101.0,170.4,79.5,,,,,,
1358,Mason Jones,SG,2020-21,8.9,8.75,8.5,75.75,77.75,102.5,207.2,79.0,10.6,2.49,3.33,24.0,31.0,
1359,Nathan Knight,PF-C,2020-21,8.2,9.0,9.5,80.0,81.75,109.5,235.0,86.0,11.56,2.96,3.31,23.0,31.5,
1360,Theo Maledon,PG,2020-21,2.8,8.5,10.0,76.0,77.0,100.5,187.4,80.75,,,,,,
1361,Karim Mane,PG-SG,2020-21,3.73,8.5,9.75,77.0,78.0,102.0,196.0,83.0,11.52,2.64,3.04,31.0,36.0,
1362,Naji Marshall,SF,2020-21,8.7,9.25,10.5,77.75,79.0,102.5,233.5,84.75,11.77,2.9,3.37,28.5,35.0,
1363,Kenyon Martin Jr.,SF-PF,2020-21,5.9,8.5,8.75,78.0,79.0,102.0,213.2,79.25,11.93,2.58,3.16,31.5,38.5,
1364,Skylar Mays,SG,2020-21,7.4,8.0,9.75,75.0,76.0,99.0,204.0,78.0,10.65,2.4,3.3,29.0,37.5,
1365,Zeke Nnaji,PF-C,2020-21,5.9,9.0,10.5,81.25,82.5,105.5,246.8,86.0,10.94,2.72,3.2,33.0,38.0,
1366,Jordan Nwora,SF-PF,2020-21,11.68,8.5,9.25,77.75,79.0,104.0,223.0,82.25,11.29,2.66,3.43,29.0,35.0,
1367,Reggie Perry,PF-C,2020-21,8.4,9.25,11.0,80.25,81.25,106.5,249.6,84.25,11.26,2.57,3.25,30.0,33.5,
1368,Myles Powell,PG-SG,2020-21,15.8,8.0,9.0,72.5,73.5,99.0,194.0,79.0,,,,,,
1369,Immanuel Quickley,SG,2020-21,8.2,8.0,8.75,74.0,75.0,99.0,185.8,80.25,11.21,2.46,3.17,29.5,35.5,
1370,Jahmi'us Ramsey,SG,2020-21,3.4,8.75,9.75,74.5,75.75,100.5,193.4,78.0,,,,,,
1371,Paul Reed Jr.,PF,2020-21,6.83,9.0,8.75,80.5,81.25,109.5,219.2,86.0,12.29,2.67,3.45,26.5,37.5,
1372,Nick Richards,C,2020-21,8.5,9.0,9.0,82.5,83.5,110.0,241.6,86.25,11.42,2.92,3.25,30.0,34.0,
1373,Grant Riller,PG-SG,2020-21,5.4,8.0,8.5,72.25,73.0,96.5,178.4,77.25,11.17,2.45,3.07,32.5,39.5,
1374,Jayden Scrubb,SG-SF,2020-21,3.7,8.25,9.75,77.0,78.25,104.5,185.2,81.5,,,,,,
1375,Jalen Smith,PF-C,2020-21,3.7,9.25,9.25,81.25,82.25,110.0,224.6,86.25,,,,,,
1376,Cassius Stanley,SG,2020-21,5.8,8.25,9.0,77.0,78.25,99.5,201.6,79.0,11.4,2.43,3.09,34.5,44.0,
1377,Lamar Stevens,SF-PF,2020-21,6.8,8.5,9.75,77.75,78.75,101.0,228.0,81.0,10.35,2.54,3.2,35.0,41.0,
1378,Isaiah Stewart,C,2020-21,7.5,9.0,10.5,79.25,80.5,108.5,243.0,88.75,,,,,,
1379,Tyrell Terry,PG,2020-21,7.6,7.5,8.25,73.5,75.0,96.0,170.0,73.75,10.78,2.59,3.28,30.0,34.0,
1380,Killian Tillie,PF,2020-21,12.43,8.25,9.25,80.75,82.0,106.0,221.6,80.0,11.6,2.62,3.4,27.5,32.0,
1381,Xavier Tillman Sr.,PF-C,2020-21,8.5,10.25,11.0,79.5,80.5,106.0,266.5,86.0,11.8,3.01,3.49,26.0,32.5,
1382,Kaleb Wesson,C,2020-21,12.5,9.0,10.75,81.25,82.25,111.5,252.6,87.5,11.73,2.64,3.6,21.5,27.0,
1383,Kahlil Whitney,SF,2020-21,5.3,9.25,10.25,77.5,79.0,105.5,205.0,84.25,11.17,2.61,3.28,29.0,39.0,
1384,Cassius Winston,PG,2020-21,9.0,8.75,8.25,72.5,73.5,97.0,196.0,78.0,11.15,2.74,3.61,24.0,28.0,
1385,Robert Woodard II,SF,2020-21,4.5,9.0,10.75,77.5,79.0,105.5,230.2,86.0,11.1,2.49,3.18,32.0,38.0,
1386,Max Abmas,PG,2021-22,5.5,8.0,7.75,70.5,71.75,94.0,161.8,73.75,10.9,3.49,3.12,28.5,32.5,
1387,Ochai Agbaji,SG,2021-22,4.15,9.0,8.75,76.5,77.5,103.5,214.4,82.0,10.88,3.1,3.13,32.0,41.5,
1388,Marcus Bagley,SF,2021-22,7.5,8.75,8.5,78.0,79.75,102.5,216.8,83.0,12.26,3.1,3.17,32.5,38.5,
1389,Scottie Barnes,SF,2021-22,5.3,9.25,10.25,79.0,80.0,108.0,225.4,86.75,10.88,2.99,3.15,36.0,39.5,
1390,Charles Bassey,C,2021-22,5.9,9.0,9.5,81.25,82.25,107.5,230.2,87.0,12.19,3.33,3.13,33.0,36.0,
1391,Brandon Boston Jr.,SF,2021-22,6.0,9.0,9.75,77.75,79.0,104.0,188.0,82.75,,,,,,
1392,James Bouknight,SG,2021-22,5.5,8.75,9.0,75.5,76.75,101.5,190.0,80.25,,,,,,
1393,Greg Brown III,PF,2021-22,5.5,9.0,9.75,79.25,80.5,107.0,206.4,84.25,10.98,2.98,3.19,33.5,39.0,
1394,Jared Butler,PG,2021-22,5.1,8.5,8.25,74.25,75.75,98.5,193.0,76.0,,,,,,
1395,Julian Champagnie,SF,2021-22,8.0,9.0,8.5,78.5,79.5,106.5,217.4,82.0,12.38,3.2,3.2,26.0,32.0,
1396,Justin Champagnie,PF,2021-22,6.3,8.75,8.5,77.75,78.75,104.0,206.4,81.5,11.94,3.14,3.34,27.0,35.0,
1397,Josh Christopher,SG,2021-22,5.8,8.75,8.5,75.25,76.5,101.0,214.8,81.25,11.32,3.3,3.14,29.5,37.5,
1398,Ayo Dosunmu,SG,2021-22,4.9,8.5,8.75,75.5,77.0,102.0,194.4,82.25,11.51,3.27,3.23,27.0,33.5,
1399,David Duke Jr.,SG,2021-22,5.9,8.5,9.0,76.25,77.5,102.5,203.6,80.75,11.21,3.19,3.08,30.0,39.0,
1400,Kessler Edwards,PF,2021-22,4.3,8.5,8.25,79.0,80.0,106.0,203.0,83.25,11.3,3.38,3.25,28.0,37.0,
1401,Luka Garza,C,2021-22,11.7,9.0,9.25,82.0,83.25,107.5,242.8,85.5,11.9,3.38,3.51,24.0,29.5,
1402,RaiQuan Gray,PF,2021-22,17.3,9.25,9.0,78.5,79.75,105.0,268.6,82.75,11.69,3.3,3.25,26.5,31.5,
1403,Quentin Grimes,SG,2021-22,6.6,8.5,10.0,76.0,77.25,101.0,205.0,80.0,11.09,3.33,3.07,30.5,38.5,
1404,Sam Hauser,SF,2021-22,7.9,8.25,9.0,78.75,80.0,102.0,217.4,81.25,11.14,3.07,3.34,28.5,34.5,
1405,Aaron Henry,SF,2021-22,5.6,8.5,9.25,76.5,78.0,103.5,209.6,82.75,11.68,3.18,3.07,29.0,35.0,
1406,Ariel Hukporti,C,2021-22,8.1,9.5,9.5,82.75,84.0,111.5,246.0,86.5,12.2,3.53,3.12,24.5,31.0,
1407,Matt Hurt,PF,2021-22,15.2,9.0,9.0,80.5,81.5,106.5,232.4,81.5,11.44,3.25,3.34,25.5,32.5,
1408,Nah'Shon Hyland,SG,2021-22,5.8,8.75,9.0,74.0,75.5,101.5,169.0,81.25,10.53,3.17,3.1,26.5,34.0,
1409,David Johnson,SG,2021-22,7.5,8.25,8.5,75.25,76.75,104.0,202.8,82.5,12.02,3.2,3.03,33.0,39.0,
1410,Jalen Johnson,PF,2021-22,4.5,9.75,10.5,79.75,81.25,106.0,209.6,84.25,,,,,,
1411,Keon Johnson,SG,2021-22,4.4,8.5,9.0,75.5,76.75,97.0,184.8,79.25,11.45,3.2,3.0,41.5,48.0,
1412,Carlik Jones,PG,2021-22,4.5,8.25,9.0,72.0,73.0,97.5,173.6,77.0,10.96,3.23,3.16,31.5,36.0,
1413,Kai Jones,PF,2021-22,4.7,9.0,9.5,82.0,83.5,110.5,221.4,85.75,,,,,,
1414,Herbert Jones,SF,2021-22,5.8,8.5,9.0,78.0,79.25,106.0,206.4,84.25,11.02,3.17,3.25,28.5,36.5,
1415,Johnny Juzang,SG,2021-22,8.0,8.5,9.5,77.5,79.0,100.5,209.0,82.5,11.13,3.08,3.13,31.0,36.5,
1416,Corey Kispert,SF,2021-22,6.8,8.75,10.0,78.0,79.25,102.0,223.8,79.0,10.91,2.99,3.12,30.0,37.5,
1417,AJ Lawson,SG-SF,2021-22,4.4,8.5,9.25,77.5,78.75,99.5,179.2,78.75,11.0,3.01,2.98,33.0,41.0,
1418,Scottie Lewis,SF,2021-22,4.7,8.75,9.75,76.0,77.25,101.5,187.6,84.0,10.45,3.03,2.98,34.0,42.0,
1419,Isaiah Livers,SF,2021-22,9.4,9.0,9.5,77.75,79.25,104.5,231.8,81.25,,,,,,
1420,Makur Maker,C,2021-22,14.5,8.75,9.5,82.25,83.25,112.0,232.2,85.75,11.87,3.28,3.34,25.5,31.0,
1421,Sandro Mamukelashvili,C,2021-22,7.8,9.0,9.5,81.0,82.0,106.5,239.8,85.25,11.63,3.3,3.21,30.5,36.5,
1422,Tre Mann,PG,2021-22,4.1,8.0,9.0,75.25,76.25,98.5,177.6,76.0,,,,,,
1423,Miles McBride,PG,2021-22,6.0,9.0,9.5,73.0,74.5,99.5,195.2,80.75,11.08,3.13,3.1,31.0,38.5,
1424,Davion Mitchell,PG,2021-22,6.2,8.25,8.75,72.0,73.25,96.5,202.4,76.25,,,,,,
1425,Isaiah Mobley,PF,2021-22,12.9,9.0,10.0,80.0,81.75,107.5,238.0,87.0,12.7,3.5,3.3,26.5,32.0,
1426,Moses Moody,SG,2021-22,6.8,9.0,10.0,76.5,78.0,105.0,210.6,84.75,,,,,,
1427,Trey Murphy III,SF,2021-22,8.1,8.5,9.0,79.5,81.25,105.5,206.0,84.0,11.65,3.32,3.14,34.0,38.0,
1428,Daishen Nix,PG,2021-22,11.8,8.5,9.0,75.0,76.25,100.0,225.6,78.75,11.72,3.18,3.0,29.5,36.5,
1429,John Petty Jr.,SG,2021-22,5.6,8.5,9.0,76.5,77.75,103.5,186.2,81.5,11.51,3.17,3.35,27.5,34.0,
1430,Yves Pons,PF,2021-22,4.0,9.0,9.25,77.5,78.75,104.0,206.4,84.75,10.89,3.05,3.1,36.0,42.5,
1431,Jason Preston,PG,2021-22,5.45,8.5,9.25,75.0,76.0,100.5,180.6,80.5,10.82,3.08,3.13,30.5,38.5,
1432,Joshua Primo,SG,2021-22,6.3,9.0,10.0,76.0,77.0,102.5,189.0,81.25,10.97,3.36,3.22,30.5,37.5,
1433,Roko Prkacin,PF,2021-22,7.0,8.75,9.25,79.5,81.25,107.0,225.4,83.0,,,,,,
1434,Neemias Queta,C,2021-22,7.6,9.25,10.5,83.25,84.5,112.5,248.4,88.0,11.85,3.5,3.29,27.0,33.0,
1435,Austin Reaves,SG,2021-22,11.0,8.0,8.25,76.5,77.75,101.0,197.2,78.25,10.94,3.19,3.07,25.0,35.0,
1436,Jeremiah Robinson-Earl,PF,2021-22,8.9,9.0,9.75,79.75,81.0,105.5,242.4,81.75,11.64,3.15,3.29,27.0,32.0,
1437,Terrence Shannon Jr.,SF,2021-22,6.7,8.0,8.0,77.5,78.5,100.0,206.6,80.25,11.51,3.12,3.21,32.5,39.5,
