,,,,,,,,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Totals,Team Shooting,Team Shooting,Team Shooting,Team Shooting,Team Shooting,Team Shooting
Rk,Season,Team,W,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
158,2014-15,MEM,55,82,55,27,.671,19905,3097,6763,2674,5517,423,1246,1445,1869,856,2634,3490,1777,700,347,1094,1567,8062,.458,.485,.339,.773,.531,48.921
159,2010-11,OKC,55,82,55,27,.671,20005,3066,6609,2579,5206,487,1403,1977,2401,903,2604,3507,1672,654,487,1156,1836,8596,.464,.495,.347,.823,.561,50.076
160,2009-10,DAL,55,82,55,27,.671,19880,3140,6760,2582,5262,558,1498,1526,1870,834,2586,3420,1917,624,449,1059,1563,8364,.464,.491,.372,.816,.552,50.577
161,2007-08,HOU,55,82,55,27,.671,19730,3003,6698,2420,4991,583,1707,1342,1848,1002,2659,3661,1757,598,420,1125,1609,7931,.448,.485,.342,.726,.528,49.186
162,2007-08,PHO,55,82,55,27,.671,19780,3392,6782,2698,5018,694,1764,1548,1977,720,2683,3403,2188,532,518,1184,1633,9026,.500,.538,.393,.783,.590,55.131
163,2003-04,SAC,55,82,55,27,.671,19780,3103,6711,2502,5213,601,1498,1626,2044,888,2492,3380,2152,710,325,1137,1586,8433,.462,.480,.401,.795,.554,50.715
164,2000-01,SAC,55,82,55,27,.671,20080,3132,6969,2653,5616,479,1353,1600,2075,987,2705,3692,1852,793,432,1221,1596,8343,.449,.472,.354,.771,.529,48.379
165,1999-00,UTA,55,82,55,27,.671,19755,2962,6380,2633,5526,329,854,1661,2150,936,2426,3362,2041,629,446,1220,2013,7914,.464,.476,.385,.773,.540,49.005
166,1997-98,MIA,55,82,55,27,.671,19755,2850,6327,2302,4783,548,1544,1539,2082,1028,2419,3447,1758,665,429,1226,1982,7787,.450,.481,.355,.739,.538,49.376
167,1995-96,UTA,55,82,55,27,.671,19780,3129,6417,2752,5404,377,1013,1769,2302,993,2373,3366,2139,667,418,1215,2046,8404,.488,.509,.372,.768,.566,51.699
168,1994-95,NYK,55,82,55,27,.671,19780,2985,6394,2453,4948,532,1446,1552,2114,929,2473,3402,2055,591,387,1305,2102,8054,.467,.496,.368,.734,.550,50.845
169,1993-94,SAS,55,82,55,27,.671,19780,3178,6688,2929,5974,249,714,1597,2151,1189,2597,3786,1896,561,450,1198,1662,8202,.475,.490,.349,.742,.537,49.379
170,1993-94,CHI,55,82,55,27,.671,19780,3245,6815,3012,6156,233,659,1310,1859,1143,2391,3534,2102,740,354,1306,1750,8033,.476,.489,.354,.705,.526,49.325
171,1992-93,HOU,55,82,55,27,.671,19780,3280,6744,2893,5671,387,1073,1584,2090,985,2532,3517,2115,682,543,1295,1699,8531,.486,.510,.361,.758,.557,51.505
172,1992-93,SEA,55,82,55,27,.671,19780,3473,7140,3255,6530,218,610,1720,2259,1222,2254,3476,1906,944,409,1267,1971,8884,.486,.498,.357,.761,.546,50.168
173,1991-92,GSW,55,82,55,27,.671,19880,3767,7427,3513,6664,254,763,1944,2606,1137,2376,3513,2064,854,375,1353,2049,9732,.507,.527,.333,.746,.568,52.430
174,1991-92,UTA,55,82,55,27,.671,19880,3379,6866,3221,6408,158,458,1961,2490,1097,2543,3640,2188,715,448,1264,1746,8877,.492,.503,.345,.788,.557,50.364
175,1990-91,PHO,55,82,55,27,.671,19730,3573,7199,3435,6767,138,432,2064,2680,1132,2598,3730,2209,687,535,1302,1850,9348,.496,.508,.319,.770,.558,50.590
176,1990-91,SAS,55,82,55,27,.671,19830,3409,6988,3328,6691,81,297,1883,2459,1131,2657,3788,2140,670,571,1445,1896,8782,.488,.497,.273,.766,.544,49.363
177,1989-90,CHI,55,82,55,27,.671,19830,3531,7090,3281,6421,250,669,1665,2140,1075,2279,3354,2172,814,388,1247,1906,8977,.498,.511,.374,.778,.559,51.566
178,1989-90,UTA,55,82,55,27,.671,19830,3330,6593,3104,5963,226,630,1874,2484,953,2501,3454,2212,677,491,1410,2031,8760,.505,.521,.359,.754,.570,52.222
179,1988-89,PHO,55,82,55,27,.671,19755,3754,7545,3586,7064,168,481,2051,2594,1095,2619,3714,2280,693,416,1279,1933,9727,.498,.508,.349,.791,.560,50.868
180,1986-87,DAL,55,82,55,27,.671,19880,3594,7373,3363,6720,231,653,2148,2717,1219,2494,3713,2017,688,424,1205,1873,9567,.487,.500,.354,.791,.558,50.312
181,1981-82,MIL,55,82,55,27,.671,19805,3544,7015,3495,6851,49,164,1753,2329,1167,2415,3582,2233,763,455,1589,2281,8890,.505,.510,.299,.753,.553,50.870
182,1979-80,PHO,55,82,55,27,.671,19755,3570,7235,3502,6955,68,280,1906,2466,1071,2458,3529,2283,908,344,1629,1853,9114,.493,.504,.243,.773,.548,49.813
183,2022-23,PHI,54,82,54,28,.659,19880,3347,6870,2312,4195,1035,2675,1719,2058,715,2641,3356,2063,635,389,1121,1675,9448,.487,.551,.387,.835,.608,56.252
184,2018-19,DEN,54,82,54,28,.659,19730,3439,7384,2536,4813,903,2571,1294,1714,972,2832,3804,2245,634,363,1102,1644,9075,.466,.527,.351,.755,.558,52.688
185,2013-14,POR,54,82,54,28,.659,19855,3207,7134,2437,5063,770,2071,1569,1926,1022,2786,3808,1904,454,387,1125,1576,8753,.450,.481,.372,.815,.548,50.350
186,2013-14,MIA,54,82,54,28,.659,19880,3142,6272,2477,4443,665,1829,1431,1884,627,2397,3024,1847,732,367,1212,1596,8380,.501,.558,.364,.760,.590,55.397
187,2013-14,HOU,54,82,54,28,.659,19830,3118,6603,2339,4424,779,2179,1814,2549,920,2797,3717,1755,621,461,1323,1676,8829,.472,.529,.358,.712,.571,53.120
188,2012-13,NYK,54,82,54,28,.659,19730,2996,6689,2105,4318,891,2371,1313,1729,890,2436,3326,1579,672,294,988,1650,8196,.448,.487,.376,.759,.550,51.450
189,2009-10,PHO,54,82,54,28,.659,19730,3339,6788,2609,5018,730,1770,1631,2117,910,2616,3526,1912,479,418,1210,1713,9039,.492,.520,.412,.770,.585,54.567
190,2008-09,DEN,54,82,54,28,.659,19730,3058,6510,2510,5033,548,1477,1891,2487,905,2507,3412,1820,710,492,1257,1874,8555,.470,.499,.371,.760,.563,51.183
191,2008-09,POR,54,82,54,28,.659,19830,3018,6494,2422,4939,596,1555,1521,1988,1060,2360,3420,1667,550,402,1055,1671,8153,.465,.490,.383,.765,.553,51.063
192,2008-09,SAS,54,82,54,28,.659,19905,3042,6534,2417,4914,625,1620,1249,1641,728,2638,3366,1736,474,329,963,1546,7958,.466,.492,.386,.761,.548,51.339
193,2007-08,UTA,54,82,54,28,.659,19705,3279,6592,2872,5497,407,1095,1745,2298,942,2410,3352,2165,717,355,1200,1970,8710,.497,.522,.372,.759,.573,52.829
194,2005-06,PHO,54,82,54,28,.659,19955,3430,7167,2593,5070,837,2097,1189,1475,778,2650,3428,2179,549,412,1088,1683,8886,.479,.511,.399,.806,.568,53.698
195,2004-05,DET,54,82,54,28,.659,19955,2851,6421,2488,5368,363,1053,1588,2150,1054,2507,3561,1787,576,497,1133,1638,7653,.444,.463,.345,.739,.519,47.228
196,2003-04,DET,54,82,54,28,.659,19780,2747,6314,2414,5346,333,968,1561,2074,1014,2492,3506,1702,659,570,1241,1664,7388,.435,.452,.344,.753,.511,46.143
197,1996-97,CHH,54,82,54,28,.659,19805,2988,6342,2397,4960,591,1382,1541,1984,910,2298,3208,2021,597,349,1203,1702,8108,.471,.483,.428,.777,.562,51.774
198,1996-97,DET,54,82,54,28,.659,19830,2827,6095,2245,4596,582,1499,1487,1995,858,2292,3150,1554,632,283,1041,1652,7723,.464,.488,.388,.745,.554,51.157
199,1992-93,CLE,54,82,54,28,.659,19830,3425,6887,3142,6145,283,742,1699,2119,929,2496,3425,2349,615,536,1120,1580,8832,.497,.511,.381,.802,.565,51.786
200,1990-91,UTA,54,82,54,28,.659,19780,3214,6537,3066,6079,148,458,1951,2472,867,2474,3341,2217,652,451,1305,1796,8527,.492,.504,.323,.789,.559,50.298
Rk,Season,Team,W,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%
201,1989-90,PHO,54,82,54,28,.659,19855,3544,7139,3368,6596,176,543,2159,2716,1053,2651,3704,2109,668,501,1275,1825,9423,.496,.511,.324,.795,.565,50.875
202,1987-88,DEN,54,82,54,28,.659,19780,3770,7961,3578,7399,192,562,1841,2289,1163,2442,3605,2300,832,401,1186,1982,9573,.474,.484,.342,.804,.534,48.562
203,1987-88,DET,54,82,54,28,.659,19780,3461,7018,3403,6816,58,202,1977,2612,1181,2482,3663,2011,588,394,1348,1957,8957,.493,.499,.287,.757,.548,49.729
204,1985-86,PHI,54,82,54,28,.659,19905,3435,7058,3384,6834,51,224,2130,2810,1326,2378,3704,2017,862,490,1595,1798,9051,.487,.495,.228,.758,.546,49.029
205,1983-84,LAL,54,82,54,28,.659,19780,3854,7250,3796,7024,58,226,1712,2272,1095,2499,3594,2455,726,478,1578,2054,9478,.532,.540,.257,.754,.574,53.559
206,1980-81,LAL,54,82,54,28,.659,19805,3780,7382,3763,7288,17,94,1540,2113,1165,2491,3656,2363,808,551,1557,1955,9117,.512,.516,.181,.729,.548,51.321
207,2022-23,DEN,53,82,53,29,.646,19755,3574,7088,2605,4529,969,2559,1378,1834,828,2699,3527,2368,618,368,1192,1525,9495,.504,.575,.379,.751,.601,57.259
208,2021-22,GSW,53,82,53,29,.646,19730,3323,7087,2147,3856,1176,3231,1280,1665,800,2930,3730,2223,719,372,1221,1723,9102,.469,.557,.364,.769,.582,55.186
209,2021-22,MIA,53,82,53,29,.646,19855,3246,6954,2132,4018,1114,2936,1416,1753,807,2778,3585,2090,606,265,1194,1679,9022,.467,.531,.379,.808,.584,54.688
210,2019-20,TOR,53,72,53,19,.736,17380,2897,6331,1902,3668,995,2663,1329,1670,685,2583,3268,1816,636,358,1067,1559,8118,.458,.519,.374,.796,.574,53.617
211,2018-19,POR,53,82,53,29,.646,19855,3470,7427,2566,4907,904,2520,1558,1914,967,2968,3935,1887,546,413,1135,1669,9402,.467,.523,.359,.814,.568,52.807
212,2018-19,HOU,53,82,53,29,.646,19830,3218,7163,1895,3442,1323,3721,1582,2001,836,2613,3449,1741,700,405,1094,1803,9341,.449,.551,.356,.791,.581,54.160
213,2016-17,BOS,53,82,53,29,.646,19755,3168,6978,2183,4236,985,2742,1536,1903,744,2698,3442,2069,617,340,1088,1686,8857,.454,.515,.359,.807,.567,52.458
214,2015-16,LAC,53,82,53,29,.646,19830,3141,6759,2344,4569,797,2190,1490,2152,721,2727,3448,1873,709,460,1063,1746,8569,.465,.513,.364,.692,.556,52.367
215,2014-15,CLE,53,82,53,29,.646,19780,3089,6739,2263,4486,826,2253,1453,1934,911,2612,3523,1814,603,340,1171,1510,8457,.458,.504,.367,.751,.557,51.966
216,2009-10,UTA,53,82,53,29,.646,19755,3227,6575,2788,5368,439,1207,1654,2233,872,2588,3460,2187,675,400,1246,1859,8547,.491,.519,.364,.741,.565,52.418
217,2009-10,DEN,53,82,53,29,.646,19780,3124,6678,2580,5161,544,1517,1937,2508,889,2505,3394,1719,683,417,1136,1844,8729,.468,.500,.359,.772,.561,50.854
218,2009-10,ATL,53,82,53,29,.646,19855,3181,6801,2657,5346,524,1455,1452,1914,969,2451,3420,1789,592,413,980,1632,8338,.468,.497,.360,.759,.545,50.625
219,2008-09,HOU,53,82,53,29,.646,19805,2959,6526,2338,4870,621,1656,1531,1903,862,2662,3524,1662,548,355,1158,1553,8070,.453,.480,.375,.805,.548,50.100
220,2006-07,DET,53,82,53,29,.646,19880,2942,6484,2493,5179,449,1305,1539,1988,948,2374,3322,1768,583,472,1001,1672,7872,.454,.481,.344,.774,.535,48.836
221,2000-01,UTA,53,82,53,29,.646,19780,2960,6289,2635,5437,325,852,1714,2280,943,2383,3326,2110,661,463,1296,2107,7959,.471,.485,.381,.752,.546,49.650
222,2000-01,DAL,53,82,53,29,.646,19805,3085,6716,2568,5359,517,1357,1552,1954,831,2571,3402,1740,618,492,1141,1907,8239,.459,.479,.381,.794,.544,49.784
223,1999-00,SAS,53,82,53,29,.646,19855,2952,6393,2622,5511,330,882,1652,2214,927,2666,3593,1819,614,551,1233,1716,7886,.462,.476,.374,.746,.535,48.756
224,1999-00,PHO,53,82,53,29,.646,19805,3093,6771,2635,5525,458,1246,1467,1934,1022,2558,3580,2098,744,433,1368,1973,8111,.457,.477,.368,.759,.532,49.062
225,1995-96,LAL,53,82,53,29,.646,19680,3216,6706,2739,5347,477,1359,1529,2049,995,2303,3298,2080,722,516,1163,1702,8438,.480,.512,.351,.746,.555,51.514
226,1993-94,UTA,53,82,53,29,.646,19830,3207,6729,3028,6170,179,559,1761,2379,1059,2385,3444,2179,751,364,1191,1988,8354,.477,.491,.320,.740,.537,48.989
227,1991-92,PHO,53,82,53,29,.646,19805,3553,7219,3326,6623,227,596,1861,2397,1088,2558,3646,2202,673,582,1242,1852,9194,.492,.502,.381,.776,.556,50.790
228,1989-90,PHI,53,82,53,29,.646,19805,3437,7028,3248,6485,189,543,1976,2509,1111,2406,3517,1932,687,365,1209,1697,9039,.489,.501,.348,.788,.556,50.249
229,1987-88,DAL,53,82,53,29,.646,19755,3413,7191,3259,6665,154,526,1980,2510,1341,2495,3836,1984,645,446,1257,1734,8960,.475,.489,.293,.789,.540,48.533
230,1987-88,POR,53,82,53,29,.646,19730,3661,7460,3544,7080,117,380,2079,2701,1251,2491,3742,2307,726,347,1351,2091,9518,.491,.501,.308,.770,.550,49.859
231,1982-83,PHO,53,82,53,29,.646,19730,3555,7158,3515,7000,40,158,1626,2189,1094,2518,3612,2300,749,495,1545,2062,8776,.497,.502,.253,.743,.540,49.944
232,1982-83,SAS,53,82,53,29,.646,19780,3697,7340,3603,7032,94,308,1887,2468,1232,2599,3831,2261,675,469,1504,2095,9375,.504,.512,.305,.765,.556,51.008
233,2021-22,DAL,52,82,52,30,.634,19755,3222,6982,2149,3919,1073,3063,1341,1739,759,2769,3528,1918,552,325,1025,1612,8858,.461,.548,.350,.771,.572,53.831
234,2020-21,UTA,52,72,52,20,.722,17355,2971,6344,1766,3246,1205,3098,1235,1546,765,2709,3474,1703,474,371,1023,1335,8382,.468,.544,.389,.799,.597,56.329
235,2019-20,LAL,52,71,52,19,.732,17090,3006,6269,2224,4027,782,2242,1260,1728,757,2490,3247,1803,612,468,1077,1471,8054,.480,.552,.349,.729,.573,54.187
236,2017-18,PHI,52,82,52,30,.634,19780,3349,7098,2448,4653,901,2445,1405,1868,893,2996,3889,2221,682,420,1353,1811,9004,.472,.526,.369,.752,.568,53.529
237,2010-11,ORL,52,82,52,30,.634,19830,2956,6411,2186,4308,770,2103,1453,2101,864,2679,3543,1636,548,384,1224,1640,8135,.461,.507,.366,.692,.554,52.114
238,2007-08,ORL,52,82,52,30,.634,19780,3058,6446,2257,4372,801,2074,1650,2288,768,2677,3445,1706,520,333,1173,1688,8567,.474,.516,.386,.721,.575,53.653
239,2006-07,HOU,52,82,52,30,.634,19855,2906,6528,2201,4635,705,1893,1436,1906,880,2673,3553,1704,583,337,1162,1710,7953,.445,.475,.372,.753,.540,49.916
240,2005-06,MIA,52,82,52,30,.634,19755,3039,6355,2542,4914,497,1441,1616,2310,858,2675,3533,1692,522,442,1186,1871,8191,.478,.517,.345,.700,.556,51.731
241,2004-05,SEA,52,82,52,30,.634,19755,2882,6498,2216,4674,666,1824,1683,2131,1041,2311,3352,1487,553,338,1113,1944,8113,.444,.474,.365,.790,.546,49.477
242,2003-04,DAL,52,82,52,30,.634,19805,3322,7230,2815,5774,507,1456,1475,1854,1174,2538,3712,1963,656,437,1000,1609,8626,.459,.488,.348,.796,.536,49.454
243,2001-02,NJN,52,82,52,30,.634,19830,3042,6816,2639,5622,403,1194,1402,1907,1039,2515,3554,1990,716,490,1189,1734,7889,.446,.469,.338,.735,.515,47.587
244,2000-01,MIL,52,82,52,30,.634,19780,3112,6798,2550,5317,562,1481,1474,1874,975,2500,3475,1844,672,386,1123,1928,8260,.458,.480,.379,.787,.542,49.912
245,1999-00,MIA,52,82,52,30,.634,19830,2974,6462,2528,5260,446,1202,1345,1827,921,2619,3540,1931,582,524,1231,1947,7739,.460,.481,.371,.736,.533,49.474
246,1995-96,IND,52,82,52,30,.634,19755,2979,6205,2616,5232,363,973,1823,2416,1010,2262,3272,1917,579,323,1335,2031,8144,.480,.500,.373,.755,.560,50.935
247,1994-95,IND,52,82,52,30,.634,19780,2983,6248,2609,5263,374,985,1796,2390,1051,2290,3341,1877,703,363,1340,1939,8136,.477,.496,.380,.751,.557,50.736
248,1990-91,HOU,52,82,52,30,.634,19855,3403,7287,3087,6298,316,989,1631,2200,1275,2508,3783,1906,796,409,1402,1874,8753,.467,.490,.320,.741,.530,48.868
249,1989-90,BOS,52,82,52,30,.634,19705,3563,7148,3457,6744,106,404,1791,2153,1066,2707,3773,2423,539,455,1256,1717,9023,.498,.513,.262,.832,.557,50.588
250,1988-89,ATL,52,82,52,30,.634,19805,3412,7230,3302,6833,110,397,2168,2709,1372,2316,3688,1990,817,474,1310,1880,9102,.472,.483,.277,.800,.540,47.953
251,1988-89,NYK,52,82,52,30,.634,19805,3701,7611,3315,6464,386,1147,1779,2366,1322,2265,3587,2083,900,446,1572,2053,9567,.486,.513,.337,.752,.553,51.163
252,1986-87,DET,52,82,52,30,.634,19830,3544,7237,3505,7068,39,169,1991,2602,1245,2649,3894,2021,643,436,1417,2078,9118,.490,.496,.231,.765,.544,49.240
253,1984-85,DEN,52,82,52,30,.634,19830,3876,7976,3803,7741,73,235,2016,2568,1331,2303,3634,2266,894,424,1382,2152,9841,.486,.491,.311,.785,.540,49.053
254,1983-84,PHI,52,82,52,30,.634,19955,3384,6833,3355,6726,29,107,2041,2706,1181,2382,3563,2032,807,653,1628,2040,8838,.495,.499,.271,.754,.551,49.737
255,1981-82,SEA,52,82,52,30,.634,19830,3505,7178,3467,7025,38,153,1747,2362,1103,2544,3647,2103,691,460,1351,2057,8795,.488,.494,.248,.740,.535,49.094
256,1980-81,SAS,52,82,52,30,.634,19805,3571,7276,3556,7191,15,85,2052,2668,1304,2582,3886,2048,685,643,1533,2114,9209,.491,.495,.176,.769,.545,49.182
257,2023-24,LAC,51,82,51,31,.622,19705,3473,7108,2437,4389,1036,2719,1499,1817,822,2701,3523,2097,640,413,1078,1519,9481,.489,.555,.381,.825,.599,56.148
258,2022-23,CLE,51,82,51,31,.622,19880,3408,6984,2458,4395,950,2589,1439,1844,795,2574,3369,2045,586,384,1094,1560,9205,.488,.559,.367,.780,.590,55.599
259,2022-23,MEM,51,82,51,31,.622,19780,3585,7551,2600,4744,985,2807,1432,1954,988,2835,3823,2135,680,473,1116,1643,9587,.475,.548,.351,.733,.570,53.999
260,2021-22,BOS,51,82,51,31,.622,19905,3341,7167,2256,4123,1085,3044,1397,1713,863,2915,3778,2036,591,478,1118,1521,9164,.466,.547,.356,.816,.578,54.186
261,2021-22,MIL,51,82,51,31,.622,19755,3429,7331,2276,4180,1153,3151,1459,1881,840,2990,3830,1960,623,326,1100,1494,9470,.468,.544,.366,.776,.580,54.638
262,2021-22,PHI,51,82,51,31,.622,19805,3230,6932,2280,4324,950,2608,1605,1955,700,2770,3470,1945,633,435,1027,1590,9015,.466,.527,.364,.821,.578,53.448
263,2020-21,PHO,51,72,51,21,.708,17480,3118,6357,2178,3867,940,2490,1124,1347,630,2462,3092,1939,517,312,902,1374,8300,.490,.563,.378,.834,.597,56.442
264,2018-19,PHI,51,82,51,31,.622,19805,3407,7233,2518,4759,889,2474,1742,2258,892,3025,3917,2207,606,432,1223,1745,9445,.471,.529,.359,.771,.574,53.249
265,2016-17,UTA,51,82,51,31,.622,19755,3033,6515,2242,4387,791,2128,1401,1875,771,2774,3545,1651,550,410,1118,1545,8258,.466,.511,.372,.747,.563,52.625
266,2016-17,TOR,51,82,51,31,.622,19780,3211,6918,2486,4922,725,1996,1615,2028,871,2676,3547,1517,677,400,1041,1708,8762,.464,.505,.363,.796,.561,51.655
267,2016-17,LAC,51,82,51,31,.622,19755,3242,6820,2401,4575,841,2245,1586,2128,738,2790,3528,1848,612,347,1062,1626,8911,.475,.525,.375,.745,.574,53.702
268,2016-17,CLE,51,82,51,31,.622,19880,3275,6963,2208,4184,1067,2779,1431,1913,766,2821,3587,1858,539,327,1121,1486,9048,.470,.528,.384,.748,.580,54.696
269,2014-15,POR,51,82,51,31,.622,19855,3175,7049,2368,4818,807,2231,1272,1589,879,2881,3760,1799,525,372,1117,1494,8429,.450,.491,.362,.801,.544,50.766
270,2013-14,GSW,51,82,51,31,.622,19830,3236,7005,2462,4968,774,2037,1303,1731,896,2819,3715,1912,642,407,1247,1784,8549,.462,.496,.380,.753,.550,51.720
271,2007-08,DAL,51,82,51,31,.622,19730,3025,6515,2531,5112,494,1403,1690,2075,883,2643,3526,1720,490,402,1037,1786,8234,.464,.495,.352,.814,.554,50.223
272,2006-07,UTA,51,82,51,31,.622,19805,3069,6471,2715,5415,354,1056,1830,2462,1030,2456,3486,2024,577,339,1277,2067,8322,.474,.501,.335,.743,.551,50.162
273,2004-05,HOU,51,82,51,31,.622,19855,2846,6419,2293,4898,553,1521,1551,1986,874,2601,3475,1733,563,378,1135,1807,7796,.443,.468,.364,.781,.534,48.645
274,2002-03,MIN,51,82,51,31,.622,19805,3172,6809,2876,6005,296,804,1406,1826,959,2614,3573,2070,553,433,1124,1704,8046,.466,.479,.368,.770,.528,48.759
275,2000-01,PHO,51,82,51,31,.622,19805,2944,6757,2612,5703,332,1054,1490,1973,970,2529,3499,1905,775,429,1250,1864,7710,.436,.458,.315,.755,.506,46.026
276,1997-98,CHH,51,82,51,31,.622,19780,2968,6344,2622,5440,346,904,1641,2186,985,2341,3326,1941,691,312,1247,1757,7923,.468,.482,.383,.751,.542,49.511
277,1992-93,POR,51,82,51,31,.622,19905,3361,7343,3086,6500,275,843,1901,2551,1226,2507,3733,1969,770,425,1215,1892,8898,.458,.475,.326,.745,.526,47.644
278,1991-92,BOS,51,82,51,31,.622,19780,3543,7196,3433,6837,110,359,1549,1917,1095,2583,3678,2072,636,484,1165,1686,8745,.492,.502,.306,.808,.544,50.000
279,1991-92,NYK,51,82,51,31,.622,19855,3312,6947,3111,6329,201,618,1503,2049,1185,2489,3674,2130,634,382,1242,1905,8328,.477,.492,.325,.734,.531,49.122
280,1988-89,UTA,51,82,51,31,.622,19730,3182,6595,3068,6215,114,380,2110,2742,1050,2607,3657,2108,720,583,1532,1894,8588,.482,.494,.300,.770,.550,49.113
281,1985-86,HOU,51,82,51,31,.622,19755,3759,7671,3674,7361,85,310,1776,2434,1316,2434,3750,2318,745,551,1374,1991,9379,.490,.499,.274,.730,.536,49.557
282,1982-83,MIL,51,82,51,31,.622,19830,3486,7133,3449,6964,37,169,1731,2299,1095,2477,3572,2116,662,532,1447,2131,8740,.489,.495,.219,.753,.537,49.131
283,2023-24,NYK,50,82,50,32,.610,19730,3385,7272,2302,4336,1083,2936,1396,1789,1039,2665,3704,1998,612,336,1085,1447,9249,.465,.531,.369,.780,.574,53.995
284,2023-24,DAL,50,82,50,32,.610,19705,3535,7352,2338,4110,1197,3242,1397,1842,797,2724,3521,2106,563,406,1027,1500,9664,.481,.569,.369,.758,.592,56.223
285,2018-19,UTA,50,82,50,32,.610,19755,3314,7082,2321,4293,993,2789,1540,2092,820,2981,3801,2133,663,483,1240,1728,9161,.468,.541,.356,.736,.572,53.805
286,2017-18,CLE,50,82,50,32,.610,19730,3311,6950,2330,4314,981,2636,1488,1909,694,2761,3455,1916,582,312,1126,1524,9091,.476,.540,.372,.779,.584,54.698
287,2014-15,DAL,50,82,50,32,.610,19880,3255,7036,2523,4954,732,2082,1386,1843,858,2608,3466,1846,663,371,1062,1644,8628,.463,.509,.352,.752,.550,51.464
288,2014-15,CHI,50,82,50,32,.610,19880,3001,6797,2356,4972,645,1825,1618,2067,959,2792,3751,1781,514,476,1145,1495,8265,.442,.474,.353,.783,.536,48.897
289,2013-14,MEM,50,82,50,32,.610,19805,3122,6723,2717,5576,405,1147,1235,1666,950,2526,3476,1792,631,375,1124,1568,7884,.464,.487,.353,.741,.529,49.450
290,2011-12,SAS,50,66,50,16,.758,15940,2611,5463,2059,4058,552,1405,1067,1427,683,2153,2836,1528,490,293,895,1143,6841,.478,.507,.393,.748,.562,52.846
291,2011-12,CHI,50,66,50,16,.758,15940,2467,5462,2048,4345,419,1117,1006,1394,915,2165,3080,1527,456,388,923,1139,6359,.452,.471,.375,.722,.523,49.002
292,2010-11,DEN,50,82,50,32,.610,19705,3145,6613,2483,4909,662,1704,1859,2429,791,2652,3443,1813,605,352,1157,1719,8811,.476,.506,.388,.765,.574,52.563
293,2009-10,SAS,50,82,50,32,.610,19780,3150,6659,2596,5112,554,1547,1458,1969,887,2621,3508,1829,516,381,1116,1669,8312,.473,.508,.358,.740,.552,51.464
294,2009-10,POR,50,82,50,32,.610,19855,2974,6453,2483,5065,491,1388,1606,2033,913,2383,3296,1674,523,350,1012,1715,8045,.461,.490,.354,.790,.547,49.892
