Rk,Season,Team,W,G,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,MOV,SOS,SRS,Pace,ORtg,DRtg,TOV%,ORB%,DRB%,FTr
103,2015-16,CLE,57,82,25,0.695,19855,3171,6888,2291,4460,880,2428,1333,1783,873,2777,3650,1861,551,317,1114,1666,8555,0.46,0.514,0.362,0.748,0.558,0.524,6,-0.55,5.45,93.3,110.9,104.5,12.7,25.1,78.5,0.259
104,2013-14,LAC,57,82,25,0.695,19755,3208,6761,2515,4795,693,1966,1741,2384,858,2668,3526,2016,703,397,1136,1767,8850,0.474,0.525,0.352,0.73,0.567,0.526,6.98,0.3,7.27,95.9,112.1,104.8,12.7,25,72.5,0.353
105,2012-13,DEN,57,82,25,0.695,19905,3339,6983,2818,5465,521,1518,1505,2148,1092,2601,3693,2002,762,533,1253,1682,8704,0.478,0.516,0.343,0.701,0.549,0.515,5.09,0.28,5.37,95.1,110.4,105.1,13.6,31.4,71.8,0.308
106,2010-11,LAL,57,82,25,0.695,19830,3128,6757,2604,5270,524,1487,1541,1979,989,2616,3605,1801,602,422,1073,1555,8321,0.463,0.494,0.352,0.779,0.545,0.502,6.11,-0.1,6.01,90.7,111,104.3,12.3,29.2,72.3,0.293
107,2010-11,DAL,57,82,25,0.695,19705,3069,6463,2424,4695,645,1768,1437,1850,780,2618,3398,1954,557,352,1145,1575,8220,0.475,0.516,0.365,0.777,0.565,0.525,4.23,0.18,4.41,91.3,109.7,105,13.6,24.1,74.8,0.286
108,2009-10,LAL,57,82,25,0.695,19830,3144,6875,2612,5313,532,1562,1519,1985,973,2662,3635,1730,612,400,1096,1592,8339,0.457,0.492,0.341,0.765,0.538,0.496,4.72,0.06,4.78,92.8,108.8,103.7,12.4,27.6,74.4,0.289
109,2007-08,LAL,57,82,25,0.695,19780,3248,6818,2586,5067,662,1751,1746,2270,898,2722,3620,2003,654,438,1156,1691,8904,0.476,0.51,0.378,0.769,0.57,0.525,7.26,0.09,7.34,95.6,113,105.5,12.9,26.3,73.4,0.333
110,2003-04,SAS,57,82,25,0.695,19755,2842,6434,2434,5294,408,1140,1409,2069,1029,2669,3698,1676,661,537,1203,1667,7501,0.442,0.46,0.358,0.681,0.511,0.473,7.22,0.29,7.51,89.2,102.2,94.1,14.1,29.5,74.6,0.322
111,2001-02,DAL,57,82,25,0.695,19880,3200,6930,2579,5285,621,1645,1608,1994,918,2568,3486,1811,581,392,992,1842,8629,0.462,0.488,0.378,0.806,0.553,0.507,4.26,0.16,4.41,92.8,112.2,107.7,11.3,26.1,70.7,0.288
112,1996-97,HOU,57,82,25,0.695,19855,3037,6484,2366,4645,671,1839,1503,1992,927,2565,3492,2013,685,347,1365,1610,8248,0.468,0.509,0.365,0.755,0.56,0.52,4.48,-0.62,3.85,91.6,108.8,104,15.6,28.4,71.4,0.307
113,1996-97,NYK,57,82,25,0.695,19855,2882,6227,2412,4933,470,1294,1585,2119,973,2516,3489,1809,629,378,1462,2033,7819,0.463,0.489,0.363,0.748,0.546,0.501,3.12,0.18,3.31,90.5,104.4,101,17,30.5,73.4,0.34
114,1996-97,SEA,57,82,25,0.695,19780,2995,6415,2436,4832,559,1583,1725,2295,1010,2271,3281,1931,904,388,1231,1803,8274,0.467,0.504,0.353,0.752,0.557,0.51,7.68,-0.77,6.91,90.3,111.2,102.7,14.2,30.9,69.1,0.358
115,1994-95,SEA,57,82,25,0.695,19830,3310,6741,2819,5436,491,1305,1944,2564,1068,2337,3405,2115,917,392,1295,2067,9055,0.491,0.519,0.376,0.758,0.575,0.527,8.18,-0.27,7.91,95.5,114.8,106.3,14.1,32.6,68.7,0.38
116,1994-95,ORL,57,82,25,0.695,19930,3460,6899,2937,5487,523,1412,1648,2465,1149,2457,3606,2281,672,488,1297,1726,9091,0.502,0.535,0.37,0.669,0.569,0.539,7.06,-0.62,6.44,95.1,115.1,107.8,14,34,68.4,0.357
117,1993-94,NYK,57,82,25,0.695,19755,3098,6735,2782,5827,316,908,1564,2097,1175,2542,3717,2067,752,385,1360,2001,8076,0.46,0.477,0.348,0.746,0.527,0.483,6.99,-0.5,6.48,92.8,105.7,98.2,15.1,34.4,71.4,0.311
118,1993-94,ATL,57,82,25,0.695,19755,3247,7039,2979,6209,268,830,1556,2070,1250,2423,3673,2056,915,449,1252,1625,8318,0.461,0.48,0.323,0.752,0.523,0.48,5.27,-0.33,4.94,94.2,107.2,101.7,13.6,34.6,67.7,0.294
119,1992-93,CHI,57,82,25,0.695,19830,3475,7205,3231,6536,244,669,1431,1952,1290,2283,3573,2133,783,410,1103,1804,8625,0.482,0.494,0.365,0.733,0.535,0.499,6.29,-0.1,6.19,92.5,112.9,106.1,12,36.3,68.7,0.271
120,1991-92,POR,57,82,25,0.695,19880,3476,7352,3151,6408,325,944,1858,2463,1294,2549,3843,2065,753,410,1328,1983,9135,0.473,0.492,0.344,0.754,0.541,0.495,7.27,-0.33,6.94,99,111.4,104.2,13.6,35.6,69.9,0.335
121,1991-92,CLE,57,82,25,0.695,19805,3427,7025,3174,6317,253,708,1819,2259,1041,2450,3491,2260,616,621,1073,1556,8926,0.488,0.502,0.357,0.805,0.557,0.506,5.45,-0.11,5.34,95,113.9,108.2,11.8,30.5,66.5,0.322
122,1988-89,LAL,57,82,25,0.695,19805,3584,7143,3357,6476,227,667,2011,2508,1094,2612,3706,2282,724,421,1344,1672,9406,0.502,0.518,0.34,0.802,0.57,0.518,7.17,-0.79,6.38,100.1,113.8,106.7,14,33,68.9,0.351
123,1988-89,CLE,57,82,25,0.695,19755,3466,6904,3296,6430,170,474,1821,2438,1033,2475,3508,2260,791,586,1323,1592,8923,0.502,0.513,0.359,0.747,0.559,0.514,7.6,0.35,7.95,98,110.6,102.9,14.2,31.2,67.1,0.353
124,1987-88,BOS,57,82,25,0.695,19780,3599,6905,3328,6200,271,705,1846,2300,930,2440,3370,2448,620,415,1304,1804,9315,0.521,0.537,0.384,0.803,0.588,0.541,5.94,0.22,6.15,97.9,115.4,109.4,14.1,29.8,68.5,0.333
125,1986-87,ATL,57,82,25,0.695,19730,3435,7141,3300,6716,135,425,2019,2661,1350,2478,3828,2077,700,511,1279,2152,9024,0.481,0.491,0.318,0.759,0.543,0.49,7.23,-0.05,7.18,97.4,112.6,105.2,13.3,37.2,67.4,0.373
126,1985-86,MIL,57,82,25,0.695,19805,3601,7310,3476,6928,125,382,2063,2701,1189,2420,3609,2158,805,460,1369,2210,9390,0.493,0.502,0.327,0.764,0.552,0.501,9.04,-0.35,8.69,102.1,111.4,102.7,13.9,33.8,67.4,0.369
127,1981-82,LAL,57,82,25,0.695,19855,3919,7585,3906,7491,13,94,1549,2161,1258,2505,3763,2356,848,517,1468,1999,9400,0.517,0.521,0.138,0.717,0.551,0.518,4.87,-0.5,4.37,103.1,110.2,105.5,14.7,35.8,66.3,0.285
128,1980-81,PHO,57,82,25,0.695,19755,3587,7326,3552,7165,35,161,1810,2430,1234,2490,3724,2205,876,416,1733,1996,9019,0.49,0.496,0.217,0.745,0.537,0.492,5.51,-0.68,4.83,104.7,104.6,99.4,17.1,35.1,68.2,0.332
129,2023-24,MIN,56,82,26,0.683,19805,3383,6974,2346,4293,1037,2681,1461,1881,770,2807,3577,2184,647,497,1162,1544,9264,0.485,0.546,0.387,0.777,0.594,0.559,6.45,-0.07,6.39,97.1,115.6,109,13,23.2,76.9,0.27
130,2021-22,MEM,56,82,26,0.683,19780,3571,7739,2626,5060,945,2679,1393,1898,1159,2873,4032,2131,800,533,1082,1620,9480,0.461,0.519,0.353,0.734,0.553,0.522,5.68,-0.32,5.37,100.3,114.6,109,11.2,30,77.8,0.245
131,2019-20,MIL,56,73,17,0.767,17595,3160,6638,2153,3798,1007,2840,1336,1800,691,3083,3774,1889,526,429,1102,1431,8663,0.476,0.567,0.355,0.742,0.583,0.552,10.08,-0.67,9.41,105.1,112.4,102.9,12.9,20.7,81.6,0.271
132,2015-16,TOR,56,82,26,0.683,19780,3006,6669,2298,4754,708,1915,1702,2190,836,2724,3560,1536,636,449,1073,1610,8422,0.451,0.483,0.37,0.777,0.552,0.504,4.5,-0.42,4.08,92.9,110,105.2,12.3,24.6,77.7,0.328
133,2014-15,LAC,56,82,26,0.683,19730,3228,6830,2401,4628,827,2202,1468,2067,784,2711,3495,2031,640,409,1012,1749,8751,0.473,0.519,0.376,0.71,0.565,0.533,6.59,0.22,6.8,94.7,112.4,105.5,11.6,22.8,75.7,0.303
134,2014-15,HOU,56,82,26,0.683,19805,3032,6832,2099,4152,933,2680,1525,2133,958,2624,3582,1820,777,407,1366,1803,8522,0.444,0.506,0.348,0.715,0.548,0.512,3.44,0.38,3.82,96.5,107,103.4,15,26.8,72.9,0.312
135,2013-14,IND,56,82,26,0.683,19780,2949,6573,2399,5031,550,1542,1485,1907,834,2831,3665,1651,550,446,1237,1675,7933,0.449,0.477,0.357,0.779,0.535,0.49,4.4,-0.77,3.63,92.5,104.1,99.3,14.3,24.9,76.8,0.29
136,2012-13,MEM,56,82,26,0.683,19805,2964,6679,2582,5572,382,1107,1349,1746,1059,2445,3504,1715,703,436,1144,1660,7659,0.444,0.463,0.345,0.773,0.514,0.472,4.15,0.18,4.32,88.4,104.9,100.3,13.3,31,74.3,0.261
137,2012-13,LAC,56,82,26,0.683,19730,3160,6608,2533,4856,627,1752,1342,1888,938,2475,3413,1958,784,461,1197,1716,8289,0.478,0.522,0.358,0.711,0.557,0.526,6.45,-0.02,6.43,91.1,110.6,103.6,13.9,28.8,73.5,0.286
138,2010-11,BOS,56,82,26,0.683,19780,3023,6219,2615,5100,408,1119,1459,1895,639,2542,3181,1921,676,344,1195,1678,7913,0.486,0.513,0.365,0.77,0.561,0.519,5.37,-0.54,4.83,90.4,106.2,100.3,14.5,21.1,74.7,0.305
139,2007-08,NOH,56,82,26,0.683,19805,3164,6796,2534,5175,630,1621,1312,1707,937,2494,3431,1785,637,321,974,1531,8270,0.466,0.49,0.389,0.769,0.548,0.512,5.28,0.18,5.46,89.9,111.5,105.7,11.4,27,75.4,0.251
140,2007-08,SAS,56,82,26,0.683,19730,2938,6424,2344,4814,594,1610,1350,1774,771,2612,3383,1718,521,337,1035,1537,7820,0.457,0.487,0.369,0.761,0.543,0.504,4.79,0.31,5.1,88.8,107.2,101.8,12.6,23.4,77.1,0.276
141,2003-04,LAL,56,82,26,0.683,19855,3028,6676,2663,5561,365,1115,1631,2352,1001,2535,3536,1948,682,379,1132,1732,8052,0.454,0.479,0.327,0.693,0.522,0.481,3.9,0.45,4.35,92.3,105.5,101.3,12.8,28.1,73.3,0.352
142,2000-01,LAL,56,82,26,0.683,19905,3109,6685,2670,5410,439,1275,1594,2333,1085,2583,3668,1888,564,490,1184,1872,8251,0.465,0.494,0.344,0.683,0.535,0.498,3.38,0.37,3.74,91.7,108.4,104.8,13.3,31.1,72.5,0.349
143,2000-01,PHI,56,82,26,0.683,19855,2902,6487,2640,5684,262,803,1697,2277,1075,2600,3675,1692,690,408,1292,1673,7763,0.447,0.464,0.326,0.745,0.518,0.468,4.28,-0.65,3.64,90.6,103.6,98.9,14.7,31.2,72.5,0.351
144,1999-00,IND,56,82,26,0.683,19730,3047,6640,2464,5153,583,1487,1629,2008,842,2612,3454,1857,559,422,1159,1786,8306,0.459,0.478,0.392,0.811,0.552,0.503,4.6,-0.45,4.15,93.1,108.5,103.6,13.3,24.9,71.5,0.302
145,1997-98,PHO,56,82,26,0.683,19955,3138,6710,2707,5499,431,1211,1459,1948,991,2452,3443,2124,756,429,1236,1765,8166,0.468,0.492,0.356,0.749,0.54,0.5,5.18,-0.75,4.44,91.4,107.4,101.8,14,29.7,70,0.29
146,1997-98,SAS,56,82,26,0.683,19830,2898,6187,2596,5324,302,863,1489,2164,984,2638,3622,1839,516,568,1318,1731,7587,0.468,0.488,0.35,0.688,0.531,0.493,3.99,-0.69,3.3,88.4,103.8,99.4,15.6,30.6,72.2,0.35
147,1996-97,ATL,56,82,26,0.683,19805,2812,6307,2153,4473,659,1834,1491,1955,1021,2350,3371,1557,701,427,1228,1591,7774,0.446,0.481,0.359,0.763,0.542,0.498,5.44,0.08,5.52,86.8,108.5,102.3,14.6,31.5,69.2,0.31
148,1996-97,LAL,56,82,26,0.683,19930,3018,6642,2467,5142,551,1500,1613,2330,1092,2414,3506,1845,740,575,1222,1818,8200,0.454,0.48,0.367,0.692,0.535,0.496,4.27,-0.61,3.66,91.1,108.3,103.7,13.7,31.6,68.5,0.351
149,1993-94,PHO,56,82,26,0.683,19705,3429,7080,3085,6038,344,1042,1674,2301,1220,2453,3673,2261,745,460,1305,1639,8876,0.484,0.511,0.33,0.728,0.548,0.509,4.84,-0.17,4.68,96.7,111.7,106.8,13.9,35.2,69.3,0.325
150,1990-91,BOS,56,82,26,0.683,19805,3695,7214,3586,6868,109,346,1646,1997,1088,2697,3785,2160,672,565,1320,1695,9145,0.512,0.522,0.315,0.824,0.565,0.52,5.82,-0.6,5.22,98.5,112.6,106.7,14,33,69.3,0.277
151,1989-90,SAS,56,82,26,0.683,19730,3388,6997,3334,6771,54,226,1888,2535,1163,2474,3637,2037,799,554,1399,1854,8718,0.484,0.492,0.239,0.745,0.537,0.488,3.49,0.09,3.58,98.5,107.7,104.2,14.7,34.2,68.7,0.362
152,1982-83,BOS,56,82,26,0.683,19830,3711,7547,3672,7361,39,186,1730,2348,1273,2532,3805,2216,789,521,1541,2062,9191,0.492,0.499,0.21,0.737,0.536,0.494,5.35,-0.01,5.34,104,106.9,101.8,15.2,34.7,68.1,0.311
153,1979-80,SEA,56,82,26,0.683,19830,3554,7565,3495,7376,59,189,1730,2253,1380,2550,3930,2043,750,428,1496,1865,8897,0.47,0.474,0.312,0.768,0.52,0.474,4.66,-0.42,4.24,101.8,105.8,101.2,14.9,36.4,67.9,0.298
154,2017-18,BOS,55,82,27,0.671,19805,3141,6975,2202,4483,939,2492,1308,1697,767,2878,3645,1842,604,373,1149,1618,8529,0.45,0.491,0.377,0.771,0.552,0.518,3.59,-0.35,3.23,96,107.6,103.9,13,21.5,78.4,0.243
155,2016-17,HOU,55,82,27,0.671,19780,3305,7152,2124,3846,1181,3306,1667,2177,892,2746,3638,2070,670,352,1240,1634,9458,0.462,0.552,0.357,0.766,0.583,0.545,5.77,0.08,5.84,100,114.7,109,13.3,24.6,75.8,0.304
156,2015-16,OKC,55,82,27,0.671,19830,3372,7082,2694,5137,678,1945,1616,2067,1071,2916,3987,1883,603,487,1305,1691,9038,0.476,0.524,0.349,0.782,0.565,0.524,7.28,-0.19,7.09,96.7,113.1,105.6,14,31.1,76,0.292
157,2014-15,SAS,55,82,27,0.671,19955,3208,6854,2531,5007,677,1847,1368,1754,806,2772,3578,2000,657,444,1146,1564,8461,0.468,0.505,0.367,0.78,0.555,0.517,6.2,0.14,6.34,93.8,108.5,102,13.1,23.4,77.3,0.256
158,2014-15,MEM,55,82,27,0.671,19905,3097,6763,2674,5517,423,1246,1445,1869,856,2634,3490,1777,700,347,1094,1567,8062,0.458,0.485,0.339,0.773,0.531,0.489,3.24,0.38,3.62,92,105.7,102.2,12.6,24.7,75.3,0.276
159,2010-11,OKC,55,82,27,0.671,20005,3066,6609,2579,5206,487,1403,1977,2401,903,2604,3507,1672,654,487,1156,1836,8596,0.464,0.495,0.347,0.823,0.561,0.501,3.79,0.02,3.81,92.7,111.2,107.2,13.1,27.4,73.6,0.363
160,2009-10,DAL,55,82,27,0.671,19880,3140,6760,2582,5262,558,1498,1526,1870,834,2586,3420,1917,624,449,1059,1563,8364,0.464,0.491,0.372,0.816,0.552,0.506,2.72,-0.06,2.66,92.5,109.2,106.3,12.3,24.3,73.7,0.277
161,2007-08,HOU,55,82,27,0.671,19730,3003,6698,2420,4991,583,1707,1342,1848,1002,2659,3661,1757,598,420,1125,1609,7931,0.448,0.485,0.342,0.726,0.528,0.492,4.68,0.15,4.83,90.4,106.8,101.6,13,29.1,74.8,0.276
162,2007-08,PHO,55,82,27,0.671,19780,3392,6782,2698,5018,694,1764,1548,1977,720,2683,3403,2188,532,518,1184,1633,9026,0.5,0.538,0.393,0.783,0.59,0.551,5.05,0.09,5.14,96.7,113.3,108.1,13.4,22.4,70.9,0.292
163,2003-04,SAC,55,82,27,0.671,19780,3103,6711,2502,5213,601,1498,1626,2044,888,2492,3380,2152,710,325,1137,1586,8433,0.462,0.48,0.401,0.795,0.554,0.507,5.01,0.4,5.41,92.8,110.3,104.9,13,26,69.8,0.305
164,2000-01,SAC,55,82,27,0.671,20080,3132,6969,2653,5616,479,1353,1600,2075,987,2705,3692,1852,793,432,1221,1596,8343,0.449,0.472,0.354,0.771,0.529,0.484,5.82,0.25,6.07,94.4,105.6,99.6,13.4,27.2,70.7,0.298
165,1999-00,UTA,55,82,27,0.671,19755,2962,6380,2633,5526,329,854,1661,2150,936,2426,3362,2041,629,446,1220,2013,7914,0.464,0.476,0.385,0.773,0.54,0.49,4.46,0.05,4.52,89.6,107.3,102.3,14.3,29.5,73.2,0.337
166,1997-98,MIA,55,82,27,0.671,19755,2850,6327,2302,4783,548,1544,1539,2082,1028,2419,3447,1758,665,429,1226,1982,7787,0.45,0.481,0.355,0.739,0.538,0.494,4.93,0.16,5.09,87.9,107.6,102,14.5,31.5,69.6,0.329
167,1995-96,UTA,55,82,27,0.671,19780,3129,6417,2752,5404,377,1013,1769,2302,993,2373,3366,2139,667,418,1215,2046,8404,0.488,0.509,0.372,0.768,0.566,0.517,6.59,-0.34,6.25,90,113.3,106.1,14.1,31.6,71.7,0.359
168,1994-95,NYK,55,82,27,0.671,19780,2985,6394,2453,4948,532,1446,1552,2114,929,2473,3402,2055,591,387,1305,2102,8054,0.467,0.496,0.368,0.734,0.55,0.508,3.11,-0.33,2.78,91.2,107.2,103.8,15.1,28.6,70.8,0.331
169,1993-94,SAS,55,82,27,0.671,19780,3178,6688,2929,5974,249,714,1597,2151,1189,2597,3786,1896,561,450,1198,1662,8202,0.475,0.49,0.349,0.742,0.537,0.494,5.26,-0.21,5.05,90.1,110.4,104.6,13.6,35.6,70.5,0.322
170,1993-94,CHI,55,82,27,0.671,19780,3245,6815,3012,6156,233,659,1310,1859,1143,2391,3534,2102,740,354,1306,1750,8033,0.476,0.489,0.354,0.705,0.526,0.493,3.09,-0.22,2.87,91.9,106.1,102.7,14.6,33.8,70.8,0.273
171,1992-93,HOU,55,82,27,0.671,19780,3280,6744,2893,5671,387,1073,1584,2090,985,2532,3517,2115,682,543,1295,1699,8531,0.486,0.51,0.361,0.758,0.557,0.515,4.23,-0.66,3.57,94.4,109.6,105.2,14.5,30,68.5,0.31
172,1992-93,SEA,55,82,27,0.671,19780,3473,7140,3255,6530,218,610,1720,2259,1222,2254,3476,1906,944,409,1267,1971,8884,0.486,0.498,0.357,0.761,0.546,0.502,7.07,-0.42,6.66,96,112.3,104.9,13.5,35.5,67.7,0.316
173,1991-92,GSW,55,82,27,0.671,19880,3767,7427,3513,6664,254,763,1944,2606,1137,2376,3513,2064,854,375,1353,2049,9732,0.507,0.527,0.333,0.746,0.568,0.524,3.9,-0.14,3.77,103.4,113.6,109.9,13.6,31.8,64.2,0.351
174,1991-92,UTA,55,82,27,0.671,19880,3379,6866,3221,6408,158,458,1961,2490,1097,2543,3640,2188,715,448,1264,1746,8877,0.492,0.503,0.345,0.788,0.557,0.504,6.39,-0.69,5.7,95.5,112.2,105.6,13.7,32.7,68.9,0.363
175,1990-91,PHO,55,82,27,0.671,19730,3573,7199,3435,6767,138,432,2064,2680,1132,2598,3730,2209,687,535,1302,1850,9348,0.496,0.508,0.319,0.77,0.558,0.506,6.55,-0.06,6.49,101,112.6,106.1,13.5,33,68.5,0.372
176,1990-91,SAS,55,82,27,0.671,19830,3409,6988,3328,6691,81,297,1883,2459,1131,2657,3788,2140,670,571,1445,1896,8782,0.488,0.497,0.273,0.766,0.544,0.494,4.51,-0.21,4.3,98.6,107.8,103.3,15.2,33.3,70.3,0.352
177,1989-90,CHI,55,82,27,0.671,19830,3531,7090,3281,6421,250,669,1665,2140,1075,2279,3354,2172,814,388,1247,1906,8977,0.498,0.511,0.374,0.778,0.559,0.516,3.26,-0.51,2.74,96.7,112.3,109,13.4,31.9,68.1,0.302
178,1989-90,UTA,55,82,27,0.671,19830,3330,6593,3104,5963,226,630,1874,2484,953,2501,3454,2212,677,491,1410,2031,8760,0.505,0.521,0.359,0.754,0.57,0.522,4.79,0.03,4.82,96.1,110.3,105.4,15.5,30.1,69.5,0.377
179,1988-89,PHO,55,82,27,0.671,19755,3754,7545,3586,7064,168,481,2051,2594,1095,2619,3714,2280,693,416,1279,1933,9727,0.498,0.508,0.349,0.791,0.56,0.509,7.7,-0.86,6.84,104.5,113.1,105.7,12.8,30.8,67.7,0.344
180,1986-87,DAL,55,82,27,0.671,19880,3594,7373,3363,6720,231,653,2148,2717,1219,2494,3713,2017,688,424,1205,1873,9567,0.487,0.5,0.354,0.791,0.558,0.503,6.3,-0.77,5.54,100.5,114.9,108.7,12.3,33.8,66.5,0.369
181,1981-82,MIL,55,82,27,0.671,19805,3544,7015,3495,6851,49,164,1753,2329,1167,2415,3582,2233,763,455,1589,2281,8890,0.505,0.51,0.299,0.753,0.553,0.509,5.48,-0.1,5.38,100,107.7,102.3,16.5,35.1,67.3,0.332
182,1979-80,PHO,55,82,27,0.671,19755,3570,7235,3502,6955,68,280,1906,2466,1071,2458,3529,2283,908,344,1629,1853,9114,0.493,0.504,0.243,0.773,0.548,0.498,3.6,-0.35,3.25,104.8,105.6,102.2,16.4,30.4,66.9,0.341
183,2022-23,PHI,54,82,28,0.659,19880,3347,6870,2312,4195,1035,2675,1719,2058,715,2641,3356,2063,635,389,1121,1675,9448,0.487,0.551,0.387,0.835,0.608,0.563,4.32,0.06,4.37,96.9,117.7,113.3,12.6,21.6,77.2,0.3
184,2018-19,DEN,54,82,28,0.659,19730,3439,7384,2536,4813,903,2571,1294,1714,972,2832,3804,2245,634,363,1102,1644,9075,0.466,0.527,0.351,0.755,0.558,0.527,3.95,0.24,4.19,97.7,113,108.9,11.9,26.6,78,0.232
185,2013-14,POR,54,82,28,0.659,19855,3207,7134,2437,5063,770,2071,1569,1926,1022,2786,3808,1904,454,387,1125,1576,8753,0.45,0.481,0.372,0.815,0.548,0.504,3.99,0.45,4.44,94.9,111.5,107.4,12.4,28,74.7,0.27
186,2013-14,MIA,54,82,28,0.659,19880,3142,6272,2477,4443,665,1829,1431,1884,627,2397,3024,1847,732,367,1212,1596,8380,0.501,0.558,0.364,0.76,0.59,0.554,4.76,-0.61,4.15,91.2,110.9,105.8,14.6,20.6,73,0.3
187,2013-14,HOU,54,82,28,0.659,19830,3118,6603,2339,4424,779,2179,1814,2549,920,2797,3717,1755,621,461,1323,1676,8829,0.472,0.529,0.358,0.712,0.571,0.531,4.56,0.5,5.06,96.3,111,106.3,14.6,27.4,74.1,0.386
188,2012-13,NYK,54,82,28,0.659,19730,2996,6689,2105,4318,891,2371,1313,1729,890,2436,3326,1579,672,294,988,1650,8196,0.448,0.487,0.376,0.759,0.55,0.515,4.23,-0.5,3.73,89.8,111.1,106.3,11.7,25.6,74.7,0.258
189,2009-10,PHO,54,82,28,0.659,19730,3339,6788,2609,5018,730,1770,1631,2117,910,2616,3526,1912,479,418,1210,1713,9039,0.492,0.52,0.412,0.77,0.585,0.546,4.9,-0.23,4.67,95.3,115.3,110.2,13.6,27.6,70.8,0.312
190,2008-09,DEN,54,82,28,0.659,19730,3058,6510,2510,5033,548,1477,1891,2487,905,2507,3412,1820,710,492,1257,1874,8555,0.47,0.499,0.371,0.76,0.563,0.512,3.41,-0.29,3.13,94.3,110.4,106.8,14.2,27.5,71.7,0.382
191,2008-09,POR,54,82,28,0.659,19830,3018,6494,2422,4939,596,1555,1521,1988,1060,2360,3420,1667,550,402,1055,1671,8153,0.465,0.49,0.383,0.765,0.553,0.511,5.34,-0.35,5,86.6,113.9,107.8,12.5,32.6,75,0.306
192,2008-09,SAS,54,82,28,0.659,19905,3042,6534,2417,4914,625,1620,1249,1641,728,2638,3366,1736,474,329,963,1546,7958,0.466,0.492,0.386,0.761,0.548,0.513,3.76,-0.4,3.36,88.4,108.5,104.3,11.7,22.1,78,0.251
193,2007-08,UTA,54,82,28,0.659,19705,3279,6592,2872,5497,407,1095,1745,2298,942,2410,3352,2165,717,355,1200,1970,8710,0.497,0.522,0.372,0.759,0.573,0.528,6.88,-0.01,6.86,93.2,113.8,106.5,13.6,29.5,74.1,0.349
194,2005-06,PHO,54,82,28,0.659,19955,3430,7167,2593,5070,837,2097,1189,1475,778,2650,3428,2179,549,412,1088,1683,8886,0.479,0.511,0.399,0.806,0.568,0.537,5.55,-0.07,5.48,95.8,111.5,105.8,12.2,22.1,72.1,0.206
195,2004-05,DET,54,82,28,0.659,19955,2851,6421,2488,5368,363,1053,1588,2150,1054,2507,3561,1787,576,497,1133,1638,7653,0.444,0.463,0.345,0.739,0.519,0.472,3.87,-0.55,3.31,87.2,105.6,101.2,13.3,31.2,73,0.335
196,2003-04,DET,54,82,28,0.659,19780,2747,6314,2414,5346,333,968,1561,2074,1014,2492,3506,1702,659,570,1241,1664,7388,0.435,0.452,0.344,0.753,0.511,0.461,5.84,-0.81,5.04,87.9,102,95.4,14.7,30.1,71.8,0.328
197,1996-97,CHH,54,82,28,0.659,19805,2988,6342,2397,4960,591,1382,1541,1984,910,2298,3208,2021,597,349,1203,1702,8108,0.471,0.483,0.428,0.777,0.562,0.518,1.87,0.26,2.13,88.6,110.9,108.9,14.3,28.7,68.1,0.313
198,1996-97,DET,54,82,28,0.659,19830,2827,6095,2245,4596,582,1499,1487,1995,858,2292,3150,1554,632,283,1041,1652,7723,0.464,0.488,0.388,0.745,0.554,0.512,5.24,0.2,5.45,84.5,110.6,104.4,13,27.5,70.4,0.327
199,1992-93,CLE,54,82,28,0.659,19830,3425,6887,3142,6145,283,742,1699,2119,929,2496,3425,2349,615,536,1120,1580,8832,0.497,0.511,0.381,0.802,0.565,0.518,6.45,-0.15,6.3,94.8,112.7,106,12.5,28.1,69.1,0.308
200,1990-91,UTA,54,82,28,0.659,19780,3214,6537,3066,6079,148,458,1951,2472,867,2474,3341,2217,652,451,1305,1796,8527,0.492,0.504,0.323,0.789,0.559,0.503,3.33,-0.15,3.18,95.3,108.6,105.1,14.6,27.6,69.2,0.378
201,1989-90,PHO,54,82,28,0.659,19855,3544,7139,3368,6596,176,543,2159,2716,1053,2651,3704,2109,668,501,1275,1825,9423,0.496,0.511,0.324,0.795,0.565,0.509,7.1,-0.01,7.09,100.7,113.1,106.2,13.3,31.1,68.8,0.38
202,1987-88,DEN,54,82,28,0.659,19780,3770,7961,3578,7399,192,562,1841,2289,1163,2442,3605,2300,832,401,1186,1982,9573,0.474,0.484,0.342,0.804,0.534,0.486,4.07,-0.75,3.32,105.5,110.1,106.3,11.7,29.7,67.4,0.288
203,1987-88,DET,54,82,28,0.659,19780,3461,7018,3403,6816,58,202,1977,2612,1181,2482,3663,2011,588,394,1348,1957,8957,0.493,0.499,0.287,0.757,0.548,0.497,5.17,0.29,5.46,98.3,110.5,105.3,14.2,34.2,68.5,0.372
204,1985-86,PHI,54,82,28,0.659,19905,3435,7058,3384,6834,51,224,2130,2810,1326,2378,3704,2017,862,490,1595,1798,9051,0.487,0.495,0.228,0.758,0.546,0.49,2.35,0.11,2.46,100.5,108.6,106.3,16.1,37.3,66.7,0.398
